"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"86 years"	"86"	170	Not Applicable	Not Applicable
	"2015"	"2015"	"87 years"	"87"	161	Not Applicable	Not Applicable
	"2015"	"2015"	"88 years"	"88"	125	Not Applicable	Not Applicable
	"2015"	"2015"	"89 years"	"89"	106	Not Applicable	Not Applicable
	"2015"	"2015"	"90 years"	"90"	101	Not Applicable	Not Applicable
	"2015"	"2015"	"91 years"	"91"	77	Not Applicable	Not Applicable
	"2015"	"2015"	"92 years"	"92"	70	Not Applicable	Not Applicable
	"2015"	"2015"	"93 years"	"93"	50	Not Applicable	Not Applicable
	"2015"	"2015"	"94 years"	"94"	39	Not Applicable	Not Applicable
	"2015"	"2015"	"95 years"	"95"	22	Not Applicable	Not Applicable
	"2015"	"2015"	"96 years"	"96"	9	Not Applicable	Not Applicable
	"2015"	"2015"	"97 years"	"97"	6	Not Applicable	Not Applicable
	"2015"	"2015"	"98 years"	"98"	5	Not Applicable	Not Applicable
	"2015"	"2015"	"99 years"	"99"	7	Not Applicable	Not Applicable
	"2015"	"2015"	"100+ years"	"100"	6	Not Applicable	Not Applicable
	"2015"	"2015"	"Not Stated"	"NS"	2	Not Applicable	Not Applicable
	"2016"	"2016"	"< 1 year"	"0"	0	2067447	Unreliable
	"2016"	"2016"	"1 year"	"1"	0	2068706	Unreliable
	"2016"	"2016"	"2 years"	"2"	0	2077525	Unreliable
	"2016"	"2016"	"3 years"	"3"	0	2068605	Unreliable
	"2016"	"2016"	"4 years"	"4"	0	2074912	Unreliable
	"2016"	"2016"	"5 years"	"5"	0	2091057	Unreliable
	"2016"	"2016"	"6 years"	"6"	0	2093931	Unreliable
	"2016"	"2016"	"7 years"	"7"	0	2105909	Unreliable
	"2016"	"2016"	"8 years"	"8"	0	2171892	Unreliable
	"2016"	"2016"	"9 years"	"9"	2	2195468	Unreliable
	"2016"	"2016"	"10 years"	"10"	6	2200368	Unreliable
	"2016"	"2016"	"11 years"	"11"	17	2215028	Unreliable
	"2016"	"2016"	"12 years"	"12"	41	2249447	1.8
	"2016"	"2016"	"13 years"	"13"	96	2244282	4.3
	"2016"	"2016"	"14 years"	"14"	149	2241302	6.6
	"2016"	"2016"	"15 years"	"15"	208	2306332	9.0
	"2016"	"2016"	"16 years"	"16"	259	2354462	11.0
	"2016"	"2016"	"17 years"	"17"	274	2342330	11.7
	"2016"	"2016"	"18 years"	"18"	325	2350208	13.8
	"2016"	"2016"	"19 years"	"19"	356	2368310	15.0
	"2016"	"2016"	"20 years"	"20"	394	2398751	16.4
	"2016"	"2016"	"21 years"	"21"	494	2445902	20.2
	"2016"	"2016"	"22 years"	"22"	460	2486684	18.5
	"2016"	"2016"	"23 years"	"23"	529	2525016	21.0
	"2016"	"2016"	"24 years"	"24"	457	2601706	17.6
	"2016"	"2016"	"25 years"	"25"	547	2671857	20.5
	"2016"	"2016"	"26 years"	"26"	520	2682607	19.4
	"2016"	"2016"	"27 years"	"27"	525	2592632	20.2
	"2016"	"2016"	"28 years"	"28"	523	2545185	20.5
	"2016"	"2016"	"29 years"	"29"	501	2513764	19.9
	"2016"	"2016"	"30 years"	"30"	531	2533507	21.0
	"2016"	"2016"	"31 years"	"31"	546	2557089	21.4
	"2016"	"2016"	"32 years"	"32"	534	2473046	21.6
	"2016"	"2016"	"33 years"	"33"	522	2512413	20.8
	"2016"	"2016"	"34 years"	"34"	531	2508735	21.2
	"2016"	"2016"	"35 years"	"35"	556	2489864	22.3
	"2016"	"2016"	"36 years"	"36"	583	2518276	23.2
	"2016"	"2016"	"37 years"	"37"	556	2374804	23.4
	"2016"	"2016"	"38 years"	"38"	542	2327491	23.3
	"2016"	"2016"	"39 years"	"39"	532	2300401	23.1
	"2016"	"2016"	"40 years"	"40"	514	2219922	23.2
	"2016"	"2016"	"41 years"	"41"	523	2307157	22.7
	"2016"	"2016"	"42 years"	"42"	546	2241137	24.4
	"2016"	"2016"	"43 years"	"43"	576	2292845	25.1
	"2016"	"2016"	"44 years"	"44"	600	2457372	24.4
	"2016"	"2016"	"45 years"	"45"	637	2676511	23.8
	"2016"	"2016"	"46 years"	"46"	711	2731871	26.0
	"2016"	"2016"	"47 years"	"47"	666	2614148	25.5
	"2016"	"2016"	"48 years"	"48"	640	2556199	25.0
	"2016"	"2016"	"49 years"	"49"	634	2606941	24.3
	"2016"	"2016"	"50 years"	"50"	677	2665966	25.4
	"2016"	"2016"	"51 years"	"51"	733	2873512	25.5
	"2016"	"2016"	"52 years"	"52"	858	2979936	28.8
	"2016"	"2016"	"53 years"	"53"	834	3012396	27.7
	"2016"	"2016"	"54 years"	"54"	861	3051437	28.2
	"2016"	"2016"	"55 years"	"55"	831	3129419	26.6
	"2016"	"2016"	"56 years"	"56"	825	3141505	26.3
	"2016"	"2016"	"57 years"	"57"	797	3079398	25.9
	"2016"	"2016"	"58 years"	"58"	729	3095199	23.6
	"2016"	"2016"	"59 years"	"59"	696	3075176	22.6
	"2016"	"2016"	"60 years"	"60"	724	2966950	24.4
	"2016"	"2016"	"61 years"	"61"	662	2957649	22.4
	"2016"	"2016"	"62 years"	"62"	613	2868094	21.4
	"2016"	"2016"	"63 years"	"63"	506	2781307	18.2
	"2016"	"2016"	"64 years"	"64"	518	2692131	19.2
	"2016"	"2016"	"65 years"	"65"	496	2603655	19.1
	"2016"	"2016"	"66 years"	"66"	472	2534587	18.6
	"2016"	"2016"	"67 years"	"67"	417	2495407	16.7
	"2016"	"2016"	"68 years"	"68"	451	2493981	18.1
	"2016"	"2016"	"69 years"	"69"	456	2663108	17.1
	"2016"	"2016"	"70 years"	"70"	345	1893130	18.2
	"2016"	"2016"	"71 years"	"71"	353	1872136	18.9
	"2016"	"2016"	"72 years"	"72"	346	1843136	18.8
	"2016"	"2016"	"73 years"	"73"	377	1911271	19.7
	"2016"	"2016"	"74 years"	"74"	294	1638458	17.9
	"2016"	"2016"	"75 years"	"75"	290	1479329	19.6
	"2016"	"2016"	"76 years"	"76"	255	1381229	18.5
	"2016"	"2016"	"77 years"	"77"	267	1301268	20.5
	"2016"	"2016"	"78 years"	"78"	248	1238242	20.0
	"2016"	"2016"	"79 years"	"79"	274	1128724	24.3
	"2016"	"2016"	"80 years"	"80"	233	1065827	21.9
	"2016"	"2016"	"81 years"	"81"	242	1012088	23.9
	"2016"	"2016"	"82 years"	"82"	182	896380	20.3
	"2016"	"2016"	"83 years"	"83"	187	858591	21.8
	"2016"	"2016"	"84 years"	"84"	201	809618	24.8
	"2016"	"2016"	"85 years"	"85"	175	Not Applicable	Not Applicable
	"2016"	"2016"	"86 years"	"86"	186	Not Applicable	Not Applicable
	"2016"	"2016"	"87 years"	"87"	132	Not Applicable	Not Applicable
	"2016"	"2016"	"88 years"	"88"	117	Not Applicable	Not Applicable
	"2016"	"2016"	"89 years"	"89"	125	Not Applicable	Not Applicable
	"2016"	"2016"	"90 years"	"90"	92	Not Applicable	Not Applicable
	"2016"	"2016"	"91 years"	"91"	73	Not Applicable	Not Applicable
	"2016"	"2016"	"92 years"	"92"	68	Not Applicable	Not Applicable
	"2016"	"2016"	"93 years"	"93"	46	Not Applicable	Not Applicable
	"2016"	"2016"	"94 years"	"94"	37	Not Applicable	Not Applicable
	"2016"	"2016"	"95 years"	"95"	22	Not Applicable	Not Applicable
	"2016"	"2016"	"96 years"	"96"	16	Not Applicable	Not Applicable
	"2016"	"2016"	"97 years"	"97"	15	Not Applicable	Not Applicable
	"2016"	"2016"	"98 years"	"98"	6	Not Applicable	Not Applicable
	"2016"	"2016"	"99 years"	"99"	2	Not Applicable	Not Applicable
	"2016"	"2016"	"100+ years"	"100"	5	Not Applicable	Not Applicable
	"2016"	"2016"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"2017"	"2017"	"< 1 year"	"0"	0	2041317	Unreliable
	"2017"	"2017"	"1 year"	"1"	0	2051164	Unreliable
	"2017"	"2017"	"2 years"	"2"	0	2080279	Unreliable
	"2017"	"2017"	"3 years"	"3"	0	2081923	Unreliable
	"2017"	"2017"	"4 years"	"4"	0	2072382	Unreliable
	"2017"	"2017"	"5 years"	"5"	0	2078167	Unreliable
	"2017"	"2017"	"6 years"	"6"	0	2093823	Unreliable
	"2017"	"2017"	"7 years"	"7"	0	2093938	Unreliable
	"2017"	"2017"	"8 years"	"8"	0	2105018	Unreliable
	"2017"	"2017"	"9 years"	"9"	1	2171098	Unreliable
	"2017"	"2017"	"10 years"	"10"	7	2194504	Unreliable
	"2017"	"2017"	"11 years"	"11"	21	2199296	1.0
	"2017"	"2017"	"12 years"	"12"	46	2214041	2.1
	"2017"	"2017"	"13 years"	"13"	92	2248593	4.1
	"2017"	"2017"	"14 years"	"14"	161	2243286	7.2
	"2017"	"2017"	"15 years"	"15"	238	2240458	10.6
	"2017"	"2017"	"16 years"	"16"	296	2306213	12.8
	"2017"	"2017"	"17 years"	"17"	312	2355379	13.2
	"2017"	"2017"	"18 years"	"18"	362	2343963	15.4
	"2017"	"2017"	"19 years"	"19"	428	2351880	18.2
	"2017"	"2017"	"20 years"	"20"	405	2368152	17.1
	"2017"	"2017"	"21 years"	"21"	486	2397534	20.3
	"2017"	"2017"	"22 years"	"22"	518	2444426	21.2
	"2017"	"2017"	"23 years"	"23"	504	2484532	20.3
	"2017"	"2017"	"24 years"	"24"	525	2523205	20.8
	"2017"	"2017"	"25 years"	"25"	574	2599042	22.1
	"2017"	"2017"	"26 years"	"26"	585	2669479	21.9
	"2017"	"2017"	"27 years"	"27"	575	2679976	21.5
	"2017"	"2017"	"28 years"	"28"	556	2589867	21.5
	"2017"	"2017"	"29 years"	"29"	538	2542640	21.2
	"2017"	"2017"	"30 years"	"30"	537	2511588	21.4
	"2017"	"2017"	"31 years"	"31"	610	2531111	24.1
	"2017"	"2017"	"32 years"	"32"	559	2553879	21.9
	"2017"	"2017"	"33 years"	"33"	582	2469312	23.6
	"2017"	"2017"	"34 years"	"34"	570	2508317	22.7
	"2017"	"2017"	"35 years"	"35"	546	2504582	21.8
	"2017"	"2017"	"36 years"	"36"	581	2485441	23.4
	"2017"	"2017"	"37 years"	"37"	600	2514085	23.9
	"2017"	"2017"	"38 years"	"38"	551	2370959	23.2
	"2017"	"2017"	"39 years"	"39"	565	2323686	24.3
	"2017"	"2017"	"40 years"	"40"	585	2296343	25.5
	"2017"	"2017"	"41 years"	"41"	550	2216113	24.8
	"2017"	"2017"	"42 years"	"42"	599	2303044	26.0
	"2017"	"2017"	"43 years"	"43"	579	2236825	25.9
	"2017"	"2017"	"44 years"	"44"	608	2287891	26.6
	"2017"	"2017"	"45 years"	"45"	660	2451409	26.9
	"2017"	"2017"	"46 years"	"46"	723	2668935	27.1
	"2017"	"2017"	"47 years"	"47"	757	2723270	27.8
	"2017"	"2017"	"48 years"	"48"	701	2605054	26.9
	"2017"	"2017"	"49 years"	"49"	709	2546800	27.8
	"2017"	"2017"	"50 years"	"50"	645	2596406	24.8
	"2017"	"2017"	"51 years"	"51"	670	2653878	25.2
	"2017"	"2017"	"52 years"	"52"	758	2859281	26.5
	"2017"	"2017"	"53 years"	"53"	803	2963933	27.1
	"2017"	"2017"	"54 years"	"54"	835	2994738	27.9
	"2017"	"2017"	"55 years"	"55"	821	3032186	27.1
	"2017"	"2017"	"56 years"	"56"	782	3108165	25.2
	"2017"	"2017"	"57 years"	"57"	799	3118950	25.6
	"2017"	"2017"	"58 years"	"58"	818	3055493	26.8
	"2017"	"2017"	"59 years"	"59"	723	3069525	23.6
	"2017"	"2017"	"60 years"	"60"	742	3048204	24.3
	"2017"	"2017"	"61 years"	"61"	729	2939123	24.8
	"2017"	"2017"	"62 years"	"62"	609	2928784	20.8
	"2017"	"2017"	"63 years"	"63"	579	2838020	20.4
	"2017"	"2017"	"64 years"	"64"	560	2749396	20.4
	"2017"	"2017"	"65 years"	"65"	496	2659206	18.7
	"2017"	"2017"	"66 years"	"66"	446	2569739	17.4
	"2017"	"2017"	"67 years"	"67"	479	2499050	19.2
	"2017"	"2017"	"68 years"	"68"	441	2458064	17.9
	"2017"	"2017"	"69 years"	"69"	426	2453695	17.4
	"2017"	"2017"	"70 years"	"70"	495	2617570	18.9
	"2017"	"2017"	"71 years"	"71"	315	1857154	17.0
	"2017"	"2017"	"72 years"	"72"	352	1833725	19.2
	"2017"	"2017"	"73 years"	"73"	351	1801584	19.5
	"2017"	"2017"	"74 years"	"74"	376	1864054	20.2
	"2017"	"2017"	"75 years"	"75"	331	1593736	20.8
	"2017"	"2017"	"76 years"	"76"	276	1435036	19.2
	"2017"	"2017"	"77 years"	"77"	267	1335565	20.0
	"2017"	"2017"	"78 years"	"78"	274	1253549	21.9
	"2017"	"2017"	"79 years"	"79"	262	1187976	22.1
	"2017"	"2017"	"80 years"	"80"	219	1077733	20.3
	"2017"	"2017"	"81 years"	"81"	225	1012494	22.2
	"2017"	"2017"	"82 years"	"82"	218	955959	22.8
	"2017"	"2017"	"83 years"	"83"	189	840742	22.5
	"2017"	"2017"	"84 years"	"84"	175	799296	21.9
	"2017"	"2017"	"85 years"	"85"	178	Not Applicable	Not Applicable
	"2017"	"2017"	"86 years"	"86"	180	Not Applicable	Not Applicable
	"2017"	"2017"	"87 years"	"87"	159	Not Applicable	Not Applicable
	"2017"	"2017"	"88 years"	"88"	148	Not Applicable	Not Applicable
	"2017"	"2017"	"89 years"	"89"	136	Not Applicable	Not Applicable
	"2017"	"2017"	"90 years"	"90"	104	Not Applicable	Not Applicable
	"2017"	"2017"	"91 years"	"91"	82	Not Applicable	Not Applicable
	"2017"	"2017"	"92 years"	"92"	63	Not Applicable	Not Applicable
	"2017"	"2017"	"93 years"	"93"	49	Not Applicable	Not Applicable
	"2017"	"2017"	"94 years"	"94"	38	Not Applicable	Not Applicable
	"2017"	"2017"	"95 years"	"95"	21	Not Applicable	Not Applicable
	"2017"	"2017"	"96 years"	"96"	24	Not Applicable	Not Applicable
	"2017"	"2017"	"97 years"	"97"	10	Not Applicable	Not Applicable
	"2017"	"2017"	"98 years"	"98"	11	Not Applicable	Not Applicable
	"2017"	"2017"	"99 years"	"99"	6	Not Applicable	Not Applicable
	"2017"	"2017"	"100+ years"	"100"	7	Not Applicable	Not Applicable
	"2017"	"2017"	"Not Stated"	"NS"	2	Not Applicable	Not Applicable
	"2018"	"2018"	"< 1 year"	"0"	0	1994440	Unreliable
	"2018"	"2018"	"1 year"	"1"	0	2026308	Unreliable
	"2018"	"2018"	"2 years"	"2"	0	2053254	Unreliable
	"2018"	"2018"	"3 years"	"3"	0	2081353	Unreliable
	"2018"	"2018"	"4 years"	"4"	0	2083172	Unreliable
	"2018"	"2018"	"5 years"	"5"	0	2074053	Unreliable
	"2018"	"2018"	"6 years"	"6"	0	2079961	Unreliable
	"2018"	"2018"	"7 years"	"7"	0	2095650	Unreliable
	"2018"	"2018"	"8 years"	"8"	2	2095576	Unreliable
	"2018"	"2018"	"9 years"	"9"	2	2106277	Unreliable
	"2018"	"2018"	"10 years"	"10"	7	2172134	Unreliable
	"2018"	"2018"	"11 years"	"11"	22	2195379	1.0
	"2018"	"2018"	"12 years"	"12"	52	2200128	2.4
	"2018"	"2018"	"13 years"	"13"	114	2215064	5.1
	"2018"	"2018"	"14 years"	"14"	164	2249537	7.3
	"2018"	"2018"	"15 years"	"15"	225	2244272	10.0
	"2018"	"2018"	"16 years"	"16"	276	2241940	12.3
	"2018"	"2018"	"17 years"	"17"	301	2308296	13.0
	"2018"	"2018"	"18 years"	"18"	356	2357863	15.1
	"2018"	"2018"	"19 years"	"19"	410	2346093	17.5
	"2018"	"2018"	"20 years"	"20"	406	2352393	17.3
	"2018"	"2018"	"21 years"	"21"	482	2367992	20.4
	"2018"	"2018"	"22 years"	"22"	522	2396722	21.8
	"2018"	"2018"	"23 years"	"23"	525	2444036	21.5
	"2018"	"2018"	"24 years"	"24"	520	2485009	20.9
	"2018"	"2018"	"25 years"	"25"	501	2523435	19.9
	"2018"	"2018"	"26 years"	"26"	562	2599621	21.6
	"2018"	"2018"	"27 years"	"27"	584	2669613	21.9
	"2018"	"2018"	"28 years"	"28"	533	2679307	19.9
	"2018"	"2018"	"29 years"	"29"	573	2589111	22.1
	"2018"	"2018"	"30 years"	"30"	570	2541153	22.4
	"2018"	"2018"	"31 years"	"31"	567	2509458	22.6
	"2018"	"2018"	"32 years"	"32"	592	2528245	23.4
	"2018"	"2018"	"33 years"	"33"	571	2551038	22.4
	"2018"	"2018"	"34 years"	"34"	507	2466484	20.6
	"2018"	"2018"	"35 years"	"35"	632	2505027	25.2
	"2018"	"2018"	"36 years"	"36"	632	2500811	25.3
	"2018"	"2018"	"37 years"	"37"	591	2481138	23.8
	"2018"	"2018"	"38 years"	"38"	629	2509520	25.1
	"2018"	"2018"	"39 years"	"39"	564	2366235	23.8
	"2018"	"2018"	"40 years"	"40"	536	2318336	23.1
	"2018"	"2018"	"41 years"	"41"	553	2290680	24.1
	"2018"	"2018"	"42 years"	"42"	539	2210378	24.4
	"2018"	"2018"	"43 years"	"43"	601	2296886	26.2
	"2018"	"2018"	"44 years"	"44"	565	2230315	25.3
	"2018"	"2018"	"45 years"	"45"	563	2280304	24.7
	"2018"	"2018"	"46 years"	"46"	667	2442842	27.3
	"2018"	"2018"	"47 years"	"47"	676	2658929	25.4
	"2018"	"2018"	"48 years"	"48"	731	2712326	27.0
	"2018"	"2018"	"49 years"	"49"	664	2593616	25.6
	"2018"	"2018"	"50 years"	"50"	692	2534731	27.3
	"2018"	"2018"	"51 years"	"51"	668	2583005	25.9
	"2018"	"2018"	"52 years"	"52"	771	2639484	29.2
	"2018"	"2018"	"53 years"	"53"	784	2842704	27.6
	"2018"	"2018"	"54 years"	"54"	827	2945044	28.1
	"2018"	"2018"	"55 years"	"55"	833	2974026	28.0
	"2018"	"2018"	"56 years"	"56"	810	3009543	26.9
	"2018"	"2018"	"57 years"	"57"	869	3083798	28.2
	"2018"	"2018"	"58 years"	"58"	844	3093478	27.3
	"2018"	"2018"	"59 years"	"59"	798	3028666	26.3
	"2018"	"2018"	"60 years"	"60"	756	3040179	24.9
	"2018"	"2018"	"61 years"	"61"	749	3016860	24.8
	"2018"	"2018"	"62 years"	"62"	646	2906866	22.2
	"2018"	"2018"	"63 years"	"63"	619	2895076	21.4
	"2018"	"2018"	"64 years"	"64"	572	2803751	20.4
	"2018"	"2018"	"65 years"	"65"	550	2714606	20.3
	"2018"	"2018"	"66 years"	"66"	490	2622927	18.7
	"2018"	"2018"	"67 years"	"67"	526	2532553	20.8
	"2018"	"2018"	"68 years"	"68"	475	2460278	19.3
	"2018"	"2018"	"69 years"	"69"	503	2416346	20.8
	"2018"	"2018"	"70 years"	"70"	457	2409254	19.0
	"2018"	"2018"	"71 years"	"71"	454	2567986	17.7
	"2018"	"2018"	"72 years"	"72"	353	1818245	19.4
	"2018"	"2018"	"73 years"	"73"	341	1792447	19.0
	"2018"	"2018"	"74 years"	"74"	366	1757064	20.8
	"2018"	"2018"	"75 years"	"75"	378	1813851	20.8
	"2018"	"2018"	"76 years"	"76"	341	1546083	22.1
	"2018"	"2018"	"77 years"	"77"	300	1387820	21.6
	"2018"	"2018"	"78 years"	"78"	292	1287079	22.7
	"2018"	"2018"	"79 years"	"79"	286	1203085	23.8
	"2018"	"2018"	"80 years"	"80"	232	1135055	20.4
	"2018"	"2018"	"81 years"	"81"	208	1024375	20.3
	"2018"	"2018"	"82 years"	"82"	203	956752	21.2
	"2018"	"2018"	"83 years"	"83"	216	897294	24.1
	"2018"	"2018"	"84 years"	"84"	189	782809	24.1
	"2018"	"2018"	"85 years"	"85"	187	Not Applicable	Not Applicable
	"2018"	"2018"	"86 years"	"86"	161	Not Applicable	Not Applicable
	"2018"	"2018"	"87 years"	"87"	153	Not Applicable	Not Applicable
	"2018"	"2018"	"88 years"	"88"	140	Not Applicable	Not Applicable
	"2018"	"2018"	"89 years"	"89"	123	Not Applicable	Not Applicable
	"2018"	"2018"	"90 years"	"90"	86	Not Applicable	Not Applicable
	"2018"	"2018"	"91 years"	"91"	94	Not Applicable	Not Applicable
	"2018"	"2018"	"92 years"	"92"	59	Not Applicable	Not Applicable
	"2018"	"2018"	"93 years"	"93"	52	Not Applicable	Not Applicable
	"2018"	"2018"	"94 years"	"94"	35	Not Applicable	Not Applicable
	"2018"	"2018"	"95 years"	"95"	24	Not Applicable	Not Applicable
	"2018"	"2018"	"96 years"	"96"	14	Not Applicable	Not Applicable
	"2018"	"2018"	"97 years"	"97"	9	Not Applicable	Not Applicable
	"2018"	"2018"	"98 years"	"98"	9	Not Applicable	Not Applicable
	"2018"	"2018"	"99 years"	"99"	6	Not Applicable	Not Applicable
	"2018"	"2018"	"100+ years"	"100"	4	Not Applicable	Not Applicable
	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"Hispanic Origin: Not Hispanic or Latino"
"ICD-10 113 Cause List: #Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"
"Race: White"
"Group By: Year; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Oct 13, 2020 9:37:59 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Oct 13, 2020 9:37:59 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"4. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"5. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"8. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"9. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"10. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"11. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
